,topic,tweet_id,tweet_url,tweet_text,class_label,fake_news,verify_text,verify_url,NLI,,,
58,COVID-19,1240594891350183938,http://twitter.com/user/status/1240594891350183938,"@vrtnws Brussels Airport, geen controle, geen advies, NIKS !!! #COVID19 #quarantaine https://t.co/hNImRKd6ki",1,,"On 17 March, the National Security Council decided to take additional measures, based on the spread of COVID-19 in Belgium and on recommendations of experts. Stricter social distancing measures were imposed from noon the following day until 5 April, with non-essential travel prohibited, non-essential shops to close, gatherings banned, with penalties for corporate and individual persons who failed to comply with the restrictions.On 20 March at 3 pm Belgium closed its borders to all non-essential travel. Earlier, the governor of West Flanders had complained about Dutch and French citizens coming to Belgium for tourism or shopping, while mayors of municipalities close to the border with the Netherlands such as Paul Van Miert of Turnhout urged their Dutch counterparts to request their national authorities in the Netherlands to implement similar measures as in Belgium, to stop Belgian citizens going to Dutch cafés or restaurants. From 25 March onwards, people arriving at Brussels Airport were handed a leaflet with the compelling advice to quarantine themselves for a fortnight.On 27 March, the National Security Council and the governments decided to extend the measures until 19 April (end of the Easter vacation). On 15 April, the containment measures were extended until the 3 May.",https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Belgium,refute,,,
59,COVID-19,1240256753679446021,http://twitter.com/user/status/1240256753679446021,"#Wilders doet alles herhalen, alles herhalen. Dat is ook een wijze, ook een wijze van politiek bedrijven. #coronavirus #coronavirusNederland",0,,,,,,,
60,COVID-19,1247166234308698114,http://twitter.com/user/status/1247166234308698114,"#Merkel: Nederlanders, kom niet naar Duitsland!  via @Telegraaf https://t.co/IHR4pXdoMI #coronavirus #COVID19",0,no,,,,,,
61,COVID-19,1245050354120765441,http://twitter.com/user/status/1245050354120765441,Rutte en doventolk oneens over coronamaatregelen  Lees meer: https://t.co/YPbDoEiv3k #persconferentie #coronanederland https://t.co/jhuWOwVMoX,0,yes,,,,,,
62,COVID-19,1238773602557837312,http://twitter.com/user/status/1238773602557837312,Tachtig jaar na dato weer van kracht! #hamsteren #wcpapier #irrationeelgedrag https://t.co/6bg0GMhqFi,0,yes,,,,,,
63,COVID-19,1240709980640206848,http://twitter.com/user/status/1240709980640206848,Mondkapjes tekort?!? Het @MinVWS hoeft alleen maar akkoord te geven!  @RTLnieuws #coronavirusNederland #mondkapjes 👇🏼👇🏼👇🏼👇🏼 Mondkapjes tekort? Uit deze fabriek komen er elke dag een half miljoen https://t.co/c9U9dnuqME,1,,"Aan het begin van de coronapandemie waarschuwde de Wereldgezondheidsorganisatie op 7 februari 2020 voor een tekort aan mondkapjes. Ook in Nederland werd op dat moment een tekort verwacht bij zorginstellingen. Aanvankelijk bleven zorginstellingen echter verantwoordelijk voor hun eigen inkoop. Op 2 maart 2020 sprak de minister voor Medische Zorg Bruno Bruins slechts van een 'eventueel tekort'. Drie dagen later werd echter het Regionaal Overleg Acute Zorgketen belast met de inkoop en verdeling van mondkapjes over ziekenhuizen, maar niet over andere zorginstellingen, zoals de verpleeghuizen. Bij de eerste bestellingen ging dit echter mis, met pogingen tot oplichting en leveren van ondeugdelijke mondkapjes.Op 23 maart 2020 werd daarom het Landelijk Consortium Hulpmiddelen (LCH) opgericht, waarin overheid, medische instellingen en commerciële bedrijven samenwerken aan inkoop en verdeling van beschermingsmiddelen. Deelnemers aan dit consortium deden dat pro bono en ondertekenden een convenant waarin geheimhouding en werken zonder winstoogmerk waren vastgelegd.",https://nl.wikipedia.org/wiki/Mondkapjesaffaire,neutral,,,
64,COVID-19,1243141924799885312,http://twitter.com/user/status/1243141924799885312,"#coronadebat  @minpres antwoordt Tweede Kamer -Minister Buza is bezig met vluchtelingen -Repatriering Nederlanders loopt; wordt eigen bijdrage gevraagd. 300 in europa, 900 daarbuiten.",0,no,,,,,,
65,COVID-19,1249300953083400194,http://twitter.com/user/status/1249300953083400194,"#nosjournaal #rivm #frontberichten Premier Rutte heeft China inmiddels een ban uitgevaardigd op het verhandelen van levende haven op markten waar ook consumenten komen. Cirkel van pandemie moet worden doorbroken, zo niet, grens met China dicht.",1,no,,,,no wiki proof,,
66,COVID-19,1247514441182089217,http://twitter.com/user/status/1247514441182089217,Met meer dan 100 CSOs roept #BothENDS op tot #CancelTheDebt voor arme landen waar #Covid19 gezondheid en economische stagnatie nu topprioriteit zijn.  Zie het statement👉🏻 https://t.co/gG7Oc9VUgK,0,no,,,,,,
67,COVID-19,1240567477802872832,http://twitter.com/user/status/1240567477802872832,Ondertussen zijn wij hier alledrie ziek en zou toch wel willen of dit nou een gewone griep is of niet. #testen #corona,0,no,,,,,,
68,COVID-19,1244913819530539010,http://twitter.com/user/status/1244913819530539010,De besmettelijkheid van dit virus is vele malen onderschat. Dit is een goed maar ook triest voorbeeld. #COVID19BE #masks4allbelgium @driesdesmet @maxieeckert,1,no,"Uit een evaluerende reportage van het duidingsmagazine Pano op 27 mei 2020 bleken de belangrijkste conclusies over de aanpak van de crisis:
het virus werd aanvankelijk onderschat;
reizigers die terugkeerden uit risicogebieden werden onvoldoende gescreend;
er is te weinig getest (onder meer door een tekort aan reagentia en beschermingsmateriaal, en te strenge criteria bij de zogenoemde ""gevalsdefinitie"");
de strategische reserves waren te klein, of onbestaande;
contactopsporing is essentieel, maar kwam traag op gang.Op 7 oktober 2020 wijdde Pano opnieuw een reportage aan COVID-19, ditmaal rond de vernietiging van een voorraad mondmaskers in 2015 en in 2018.",https://nl.wikipedia.org/wiki/Coronacrisis_in_Belgi%C3%AB,support,,,
69,COVID-19,1233017927642816512,http://twitter.com/user/status/1233017927642816512,@KatjavanNus Het wordt duurder. Nu nog gewone prijzen. #hamsteren,0,no,,,,,,
70,COVID-19,1245383084867977216,http://twitter.com/user/status/1245383084867977216,#coronadebat Denk maar niet @dijkhoff dat ik niet de Doctors die beslissen een familie lid van mij geen IC behandeling te geven niet aansprakelijk maak. En elke NLs vlug doorgedrukte wet zal hun en de Staat niet beschermen. Dat weet jij ook ! Schijn securiteit voor artsen....,0,no,,,,,,
71,COVID-19,1241381890499756032,http://twitter.com/user/status/1241381890499756032,#COVID19 duidelijker kunnen wij het niet maken.. #socialdistancing doe je niet alleen voor jezelf maar ook voor al die mensen die tot een risicogroep behoren #afweerstoornissen @ipopi_info @Info4PI @WorldPIWeek @altijdziek https://t.co/90pdUMpfDw,0,no,,,,,,
72,COVID-19,1252632245975859200,http://twitter.com/user/status/1252632245975859200,Over een klein uurtje weer een #persconferentie https://t.co/NClmN2sW1f,0,no,,,,,,
73,COVID-19,1239562473948282882,http://twitter.com/user/status/1239562473948282882,Dag 1 #thuiswerken #thuisonderwijs . Ik ga morgen de caravan uit de stalling halen en mijn eigen huisje op wielen voor de deur neerzetten. Voor MIJ alleen. 🥴 Een soort ‘sacred place for mum’ .,0,no,,,,,,
74,COVID-19,1247972314009997315,http://twitter.com/user/status/1247972314009997315,Duits-Nederlandse samenwerking bij onderzoek naar detectie antistoffen tegen #SARS_COV_2 in patiënten met #COVID19. O.a. @ErasmusMC @ChariteBerlin https://t.co/oJxSQPKkEC,0,no,,,,,,
75,COVID-19,1244747191207501826,http://twitter.com/user/status/1244747191207501826,"@rivm blijft maar falen, sinds dag 1, stelletje #prutsers! #COVID19 #CCPVirus #Coronavirusnl ik snap dat Gommers niet meer in die #experts gelooft. Dit gaat nog gierend uit de klauwen lopen. Goddank is daar held @hugodejonge en held @MinPres  😑🤪 https://t.co/4Xt04qSlRi",1,yes,,,,no wiki proof,,
76,COVID-19,1238454507610279936,http://twitter.com/user/status/1238454507610279936,Breaking: Nieuwste cijfer van het #RIVM Coronavirus aantal besmettingen 802 (+190) aantal overleden patiënten 10 (+5). Het lijkt erop dat het virus steeds harder om zich heen grijpt. De roep om de scholen te sluiten wordt steeds luider. #Coronavirus #CCOVID19NL,0,no,,,,,,
77,COVID-19,1235580735114948608,http://twitter.com/user/status/1235580735114948608,Zuurstof lost de problemen op. #COVID19 #corona Geen mondmaskers. https://t.co/3oj13OUuqb,1,yes,"Authorities, especially in Asia, recommended wearing face masks in public early in the pandemic. In other parts of the world, authorities made conflicting (or contradictory) statements. Several governments and institutions, such as in the United States, initially dismissed the use of face masks by the general population, often with misleading or incomplete information about their effectiveness. Commentators have attributed the anti-mask messaging to attempts at managing mask shortages caused by initial inaction, remarking that the claims went beyond the science, or were simply lies.In February 2020, U.S. Surgeon General Jerome Adams tweeted ""Seriously people—STOP BUYING MASKS! They are NOT effective in preventing general public from catching #Coronavirus [disease 2019]""; he later reversed his position with increasing evidence that masks can limit the spread of COVID-19. On 12 June 2020, Anthony Fauci (a key member of the White House Coronavirus Task Force) confirmed that the American public were told not to wear masks from the beginning, due to a shortage of masks, and then explained that masks do actually work.Some media outlets claimed that neck gaiters were worse than not wearing masks at all in the COVID-19 pandemic, misinterpreting a study which was intended to demonstrate a method for evaluating masks (and not actually to determine the effectiveness of different types of masks). The study also only looked at one wearer wearing the one neck gaiter made from a polyester/spandex blend, which is not sufficient evidence to support the claim about gaiters made in the media. The study found that the neck gaiter, which was made from a thin and stretchy material, appeared to be ineffective at limiting airborne droplets expelled from the wearer; Isaac Henrion, one of the co-authors, suggests that the result was likely due to the material rather than the style, stating that ""Any mask made from that fabric would probably have the same result, no matter the design."" Warren S. Warren, a co-author, said that they tried to be careful with their language in interviews, but added that the press coverage has ""careened out of control"" for a study testing a measuring technique.There are false claims spread that the usage of masks causes adverse health-related issues such as low blood oxygen levels, high blood carbon dioxide levels, and a weakened immune system. Some also falsely claimed that masks cause antibiotic-resistant pneumonia by preventing pathogenic organisms to be exhaled away from the body.Individuals have speciously claimed legal or medical exemptions to avoid complying with mask mandates. Individuals have, for instance, claimed that the Americans with Disabilities Act (ADA; designed to prohibit discrimination based on disabilities) allows exemption from mask requirements. The United States Department of Justice (DOJ) responded that the Act ""does not provide a blanket exemption to people with disabilities from complying with legitimate safety requirements necessary for safe operations"". The DOJ also issued a warning about cards (sometimes featuring DOJ logos or ADA notices) that claim to ""exempt"" their holders from wearing masks, stating that these cards are fraudulent and not issued by any government agency.

During the COVID-19 pandemic, face masks, including N95, FFP2, surgical, and cloth masks, have been employed as public and personal health control measures against the spread of SARS-CoV-2. In community and healthcare settings, their use is intended as source control to limit transmission of the virus and also for personal protection to prevent infection. Properly worn masks both limit the respiratory droplets and aerosols spread by infected individuals and help protect healthy individuals from infection.Masking has proven effective in reducing the transmission of COVID-19. Masks vary in how well they work, with N95 and surgical masks outperforming cloth masks, which are more common due to supply shortages, but even cloth masks, with their variability in fabric type and mask fit, provide wearers with substantial protection from particles carrying COVID-19. Among readily available fabrics, double-layered cotton, hybrid masks, and cotton flannel perform best and filtration effectiveness generally improves with thread count. Healthcare workers, given their exposure, are recommended against using cloth masks.Governments have widely recommended and mandated mask-wearing. Prominent national and intergovernmental health agencies and their leaders have recommended the use of masks to reduce transmission, including the WHO, American, European and Chinese Centers for Disease Control and Prevention, and American immunologist and NIAID Director Anthony Fauci.Masks have been extensively adopted across the world. In March 2021, an estimated 129 billion face masks were used per month.","https://en.wikipedia.org/wiki/COVID-19_misinformation

https://en.wikipedia.org/wiki/Face_masks_during_the_COVID-19_pandemic","refute

refute",,,
78,COVID-19,1240271132248494081,http://twitter.com/user/status/1240271132248494081,Geen #songfestival @rotterdam #coronavirusNederland https://t.co/ClWhP5WWn4,0,no,,,,,,
79,COVID-19,1238115181558927362,http://twitter.com/user/status/1238115181558927362,"#Covid_19 leraren vallen niet onder de lockdown of thuiswerken. Essentieel omdat de vitale zorg van Nederland naar het werk kan en de leraren voor de kroost #onderwijs bieden. Scholen niet dicht, ook niet op de scholengemeenschap met 500 mensen binnen.",0,no,,,,,,
80,COVID-19,1234515581199581186,http://twitter.com/user/status/1234515581199581186,Het #RIVM heeft besloten om niet al te transparant te zijn over de locatie van nieuwe gevallen. Dat geeft maar vragen en gezeur. We zullen het dus zelf moeten bijhouden. Dit zijn er 13. Plus de patient die in het Maasstad ziekenhuis lag en die waarschijnlijk uit Rotterdam kwam. https://t.co/ri42qE6yIq,1,yes,,,,no wiki proof,,
81,COVID-19,1248616040117886981,http://twitter.com/user/status/1248616040117886981,"De woonboulevards en tuincentra dichtgooien met Pasen, zal een heleboel schelen. #blijfthuis #houdafstand #Pasen https://t.co/1EL3cJ2evu",0,no,,,,,,
82,COVID-19,1242179714011353089,http://twitter.com/user/status/1242179714011353089,Wat doen die maatregelen die we nu treffen tegen het coronavirus (#Covid_19) precies? En wanneer kunnen we daar de eerste effecten van zien? Epidemioloog @P_Bruijning en arts-microbioloog @MarcBonten leggen uit hoe het zit. https://t.co/SGUTQkH88S,0,no,,,,,,
83,COVID-19,1252490318315958277,http://twitter.com/user/status/1252490318315958277,"Stelling:  Het #coronavirus is niet meer dan een correctie van de natuur, want er zijn veel te veel mensen.   #COVID19",1,yes,"A 2021 article in Ethics, Medicine and Public Health argued in light of the COVID-19 pandemic that epidemics and pandemics were made more likely by overpopulation, globalization, urbanization and encroachment into natural habitats.",https://en.wikipedia.org/wiki/Human_overpopulation,neutral,,,
84,COVID-19,1234549738193739777,http://twitter.com/user/status/1234549738193739777,"Eén positief lesje te trekken uit #Covid_19: mensen zijn geen meester over de natuur, maar worden door de natuur bepaald. De cartesiaanse, modernistische scheiding tussen natuur/cultuur is irrelevant. Andere ontologieën (animisme, analogisme, totemisme) weten dit. @nemoid321",1,,,,,no wiki proof,,
85,COVID-19,1240637951454990341,http://twitter.com/user/status/1240637951454990341,Treinen rijden amper op Utrecht Centraal #CoronaVirusChallenge #thuiswerken #CoronaVirusUpdate #utrecht https://t.co/x1Rbwo2Obb,0,no,,,,,,
86,COVID-19,1250856495836782592,http://twitter.com/user/status/1250856495836782592,#Trump heeft alle reden voor sancties wegens wangedrag #WHO.   #COVID19  https://t.co/exhJAgRUFQ https://t.co/xzC3hmlYam,0,,,,,,,
87,COVID-19,1239637400831381505,http://twitter.com/user/status/1239637400831381505,#RIVM #Rutte #pvv #fvd #coronanederland #wilders  Rivm en Rutte jullie zijn leugenaars en laks !!! En brengen de bevolking in gevaar niet meer en niet minder. Bewijs van weg kijken en lacherig  en weg wuiven ..staat hier https://t.co/7QIgKSmSYo,0,yes,,,,,,
88,COVID-19,1240379700867981316,http://twitter.com/user/status/1240379700867981316,"Uit de @nrc nieuwsbrief: Dat blijkt nog niet zo makkelijk: verzorgingstehuizen kun je relatief makkelijk afsluiten, maar andere ouderen hebben juist verzorging aan huis nodig. Wat zou het feit in zijn geweest als er nog bejaardenhuizen zouden zijn... #coronavirus",0,no,,,,,,
89,COVID-19,1243962655951523841,http://twitter.com/user/status/1243962655951523841,"@rivm Naast de positieve geregistreerden in Italië, 92.472, zijn er 10.023 overleden, ik herinner me de uitspraak dat er iets van 3%, zouden komen te overlijden, Nu is dat ruimschoots gepasseerd, hoe gevaarlijker is het nu geworden.",1,no,"In een toespraak over de WHO-werkgroep in China berichtte de directeur-generaal van de WHO op 24 februari dat de mortaliteit in Wuhan bij 2-4% ligt, maar buiten Wuhan met 0,7% lager ligt. Het gemeten sterftecijfer blijkt ook te verschillen van land tot land. Mogelijke verklaringen hiervoor zijn een verschil in de druk op de gezondheidszorg, de leeftijdsopbouw van de bevolking en het aantal mensen dat getest wordt.",https://nl.wikipedia.org/wiki/COVID-19,support,,,
90,COVID-19,1235105587030966272,http://twitter.com/user/status/1235105587030966272,"@jackderipper244 @D62Darya waar is de bron dat dit corona virus is? Je kant als titel ook nemen: ""junk sterft op straat na overdosis"" ""man heeft hartaanval op straat"" etc. En als hij corona heeft wat was zijn lichamelijke gezondheid? Ik ben ook keer flauw gevallen met heftige (gewone) griep.",0,no,,,,,,
91,COVID-19,1254805307886362624,http://twitter.com/user/status/1254805307886362624,"Jonathan verliest strijd tegen coronavirus, partner vindt nadien pakkende boodschap op zijn gsm terug https://t.co/jSOtRL3rvc   Het leek even beter te gaan, dokters overwogen om hem zelfstandig te laten ademen. Maar hartaanval was hem fataal geworden.",0,no,,,,,,
92,COVID-19,1234406669746081793,http://twitter.com/user/status/1234406669746081793,Coronavirus: MotoGP klasse rijdt niet tijdens Grand Prix of Qatar.  Lees meer: https://t.co/YKdZ34iZHo  #CoronaVirusUpdate | #MotoGP | @losailcircuit,0,no,,,,,,
93,COVID-19,1240600364228935681,http://twitter.com/user/status/1240600364228935681,"Ze moeten eerst zelf een paar zieken in de groep krijgen. En dan nog, jeugd is altijd dwars en weet ALLES beter. &gt;&gt;Amsterdamse ‘jongeren’ geven geen f*ck om corona, blijven lekker gezellig dicht bij elkaar samenscholen https://t.co/Bg74kzo8Lf via @TPOnl",1,yes,,,,no wiki proof,,
94,COVID-19,1238235749314637831,http://twitter.com/user/status/1238235749314637831,Soms heb ik een beetje rare brainwaves 🙈 als Corona ook in een goede roggel te traceren zou zijn (??) dan kan je met 1 test een hele groep of straat of flatgebouw testen! Allemaal een flinke roggel inleveren: Test negatief? Hele straat/gebouw/flat Coronavrij! 🎉 🎉  #coronadebat,1,yes,"Polymerase chain reaction (PCR) is a process that amplifies (replicates) a small, well-defined segment of DNA many hundreds of thousands of times, creating enough of it for analysis. Test samples are treated with certain chemicals that allow DNA to be extracted. Reverse transcription converts RNA into DNA.
Reverse transcription polymerase chain reaction (RT-PCR) first uses reverse transcription to obtain DNA, followed by  PCR to amplify that DNA, creating enough to be analyzed. RT-PCR can thereby detect SARS-CoV-2, which contains only RNA. The RT-PCR process generally requires a few hours. These tests are also referred to as molecular or genetic assays.Real-time PCR (qPCR) provides advantages including automation, higher-throughput and more reliable instrumentation. It has become the preferred method.The combined technique has been described as real-time RT-PCR or quantitative RT-PCR and is sometimes abbreviated qRT-PCR, rRT-PCR or RT-qPCR, although sometimes RT-PCR or PCR are used. The Minimum Information for Publication of Quantitative Real-Time PCR Experiments (MIQE) guidelines propose the term RT-qPCR, but not all authors adhere to this.
Average sensitivity for rapid molecular tests depend on the brand. For ID NOW, the average sensitivity was 73.0% with an average specificity of 99.7%; for Xpert Xpress the average sensitivity was 100% with an average specificity of 97.2%.
In a diagnostic test, sensitivity is a measure of how well a test can identify true positives and specificity is a measure of how well a test can identify true negatives. For all testing, both diagnostic and screening, there is usually a trade-off between sensitivity and specificity, such that higher sensitivities will mean lower specificities and vice versa.   A 90% specific test will correctly identify 90% of those who are uninfected, leaving 10% with a false positive result.
Samples can be obtained by various methods, including a nasopharyngeal swab, sputum (coughed up material), throat swabs, deep airway material collected via suction catheter or saliva. Drosten et al. remarked that for 2003 SARS, ""from a diagnostic point of view, it is important to note that nasal and throat swabs seem less suitable for diagnosis, since these materials contain considerably less viral RNA than sputum, and the virus may escape detection if only these materials are tested.""Sensitivity of clinical samples by RT-PCR is 63% for nasal swab, 32% for pharyngeal swab, 48% for feces, 72–75% for sputum, and 93–95% for bronchoalveolar lavage.The likelihood of detecting the virus depends on collection method and how much time has passed since infection. According to Drosten tests performed with throat swabs are reliable only in the first week. Thereafter the virus may abandon the throat and multiply in the lungs. In the second week, sputum or deep airways collection is preferred.Collecting saliva may be as effective as nasal and throat swabs, although this is not certain. Sampling saliva may reduce the risk for health care professionals by eliminating close physical interaction. It is also more comfortable for the patient. Quarantined people can collect their own samples. A saliva test's diagnostic value depends on sample site (deep throat, oral cavity, or salivary glands). Some studies have  found that saliva yielded greater sensitivity and consistency when compared with swab samples.On 15 August 2020, the US FDA granted an emergency use authorization for a saliva test developed at Yale University that gives results in hours.On 4 January 2021, the US FDA issued an alert about the risk of false results, particularly false negative results, with the Curative SARS-Cov-2 Assay real-time RT-PCR test.Viral burden measured in upper respiratory specimens declines after symptom onset. Following recovery, many patients no longer have detectable viral RNA in upper respiratory specimens. Among those who do, RNA concentrations three days following recovery are generally below the range in which replication-competent virus has been reliably isolated. No clear correlation has been described between length of illness and duration of post-recovery shedding of viral RNA in upper respiratory specimens.",https://en.wikipedia.org/wiki/COVID-19_testing,neutral,,,
95,COVID-19,1233157582673580034,http://twitter.com/user/status/1233157582673580034,"Het Zeewolder bedrijf Ace Pharmaceuticals claimt een middel te hebben dat de ziekteverschijnselen van het #coronavirus vermindert. Het medicijn, chloroquine, zou koorts snel reduceren en de longfunctie verbeteren.  https://t.co/QtRbMkHMjt",1,yes,"Op 17 februari 2020 werd gerapporteerd door experten van het Chinese Ministerie van Wetenschappen en Technologie dat chloroquine bij klinische testen werkzaam bleek tegen het coronavirus dat COVID-19 veroorzaakt. Het was getest in meer dan 10 ziekenhuizen in Beijing en de Chinese provincies Guangdong en Hunan. 
Bij de nieuwe studies rond het SARS-CoV-2 was het team virologen van de KU Leuven die de testen naar het SARS-coronavirus type 1 hebben uitgevoerd, niet meer betrokken. Er werden buiten de KU Leuven meerdere klinische studies met chloroquine uitgevoerd. Men ging na hoe effectief het middel is, hoeveel sneller patiënten genazen of hoe veel complicaties er werden voorkomen. Uit die studies blijkt dat chloroquine weinig of niet werkzaam is tegen infecties met SARS-CoV-2. Tijdens een persconferentie van 20 februari 2020 van de wereldgezondheidsorganisatie werd aangegeven, dat er op dat moment geen bewijs is dat chloroquine een effectief middel is tegen COVID-19. In Nederland kwam het RIVM in november 2020 tot het besluit dat gepubliceerde data van een groot aantal observationele onderzoeken en minimaal zeven RCT's met hydroxychloroquine vrijwel geheel consistent géén klinisch effect tonen ten opzichte van controles op het voorkomen van IC-opname of overlijden. Van deze RCT's is ook een meta-analyse verschenen die geen effect op de 28 dagen mortaliteit en/of het risico op IC-opname laat zien. De resultaten van de SOLIDARITY trial, bevestigde deze resultaten opnieuw. Artsen die in Nederland het middel voorschreven konden in 2021 daarvoor een boete krijgen van de Inspectie Gezondheidszorg en Jeugd.

Een retrospectief onderzoek van 368 patiënten in militaire ziekenhuizen in de Verenigde Staten concludeerde in een voorpublicatie van 21 april 2020 dat hydroxychloroquine niet verhindert dat patiënten beademd moeten worden en dat het met een groter sterfterisico verbonden is.
Volgens een andere voorpublicatie, over onderzoek in vier Franse ziekenhuizen bij 181 patiënten, was er geen positieve werking van hydroxychloroquine. Bij 10% van de patiënten moest vanwege de bijwerkingen - hartritmestoornissen - het geven van het middel stopgezet worden. De FDA waarschuwt dan ook inzake het gebruik buiten ziekenhuizen.
Ondertussen is in Frankrijk het gebruik van hydroxychloroquine bij COVID-19-patiënten verboden. Ook in Nederland is de toepassing in ziekenhuizen verlaten, al gaf een retrospectieve ziekenhuisstudie op 10 oktober 2020 weer nieuwe twijfels. In 2021 is een studie gepubliceerd dat laat zien dat hydroxychloroquine de mortaliteit zelfs kan verhogen, in plaats van verlagen.","https://nl.wikipedia.org/wiki/Chloroquine

https://nl.wikipedia.org/wiki/COVID-19","refute

refute",,,
96,COVID-19,1263037343814094849,http://twitter.com/user/status/1263037343814094849,De Gouw GGD: Veel mensen schrikken van de test zelf omdat je vrij diep het wattenstaafje in de neus moet steken. Zeker voor kinderen soms een hobbel #coronadebat https://t.co/V4HasPuk9b,0,no,,,,,,
97,COVID-19,1244985073369329667,http://twitter.com/user/status/1244985073369329667,#coronanederland #RIVM   Terwijl Italie smeekt om desinfectie eenheden van het russische leger (en gekregen heeft) zeggen ze hier dat mondkapjes niet nodig zijn   .....  Ben ik nu dom ... of?,1,no,"Februari 2020, eerste besmetting gemeld In de nacht van 2 op 3 februari arriveerden vijftien Nederlanders uit Wuhan in Nederland. Zij waren door de Nederlandse overheid uit die plaats geëvacueerd wegens kans op besmetting met het SARS-CoV-2-virus. Allen werden na aankomst voor veertien dagen in quarantaine gehouden en dienden minstens twee meter afstand te houden tot andere huisgenoten. De quarantaine was afgedwongen door buitenlandse autoriteiten. Ze werden bij aankomst niet standaard getemperatuurd. Alleen als ze zelf aangaven dat ze zich ziek voelden, werd de temperatuur opgenomen. Dat was niet het geval. Drie dagen later gaf de rijksoverheid aan dat Nederland zich voorbereidde op een eventuele uitbraak van COVID-19 in eigen land. Concreet hield dit in dat het RIVM de ontwikkelingen nauwlettend in de gaten zou houden. De opzet was daarbij gericht op het voorkomen van besmettingen. Er was geen rechtstreekse vliegverbinding tussen Wuhan en Nederland en het RIVM achtte het daarom onnodig om passagiers uit China bij aankomst op Schiphol te testen op hun lichaamstemperatuur. Ook werd er niet toe overgegaan om beschermingsmaterialen als mondkapjes, beschermbrillen en plastic overalls landelijk in te slaan, evenmin werden materialen ingekocht om te testen op COVID-19. Op 9 februari volgden uit Wuhan nog eens vijf Nederlanders. Diezelfde dag concludeerde het RIVM in een memo dat er onvoldoende zorgcapaciteit zou zijn. Het ministerie deelde deze memo niet met de ziekenhuizen.Op 16 februari arriveerden tal van Nederlanders die in Oost-Azië passagier waren geweest op het cruiseschip Westendam van de Holland-Amerika Lijn en waarop COVID-19 was uitgebroken. Geen van hen hoefde van de GGD in quarantaine, dat werd pas nodig geacht als ze alsnog ziek zouden worden. Op 27 februari werd de eerste besmetting met het virus in Nederland gemeld. Het betrof een 56-jarige ondernemer uit Loon op Zand die kort daarvoor naar de Noord-Italiaanse regio Lombardije was afgereisd voor een lederbeurs. Hij bevond zich in Italië van 18 tot 21 februari. De man was op 26 februari opgenomen in het Elisabeth-TweeSteden Ziekenhuis in Tilburg. Op 27 februari testten ook twee van zijn gezinsleden positief. In de nacht van 27 op 28 februari meldde zich een Amsterdamse vrouw met COVID-19-achtige klachten, waarna ook bij haar het virus werd vastgesteld. Zij was tot 23 februari in Italië op skivakantie geweest. Deze patiënt ging in quarantaine in een woning in Diemen. Bij beide gevallen werd contactonderzoek verricht door de GGD.Na de eerste gevallen in februari in Nederland werd in de week daarop een screening gedaan met zorgpersoneel in tien ziekenhuizen. Daar bleek 4,5 procent al met de infectie rond te lopen.",https://nl.wikipedia.org/wiki/Coronacrisis_in_Nederland,neutral,,,
98,COVID-19,1238517305203621888,http://twitter.com/user/status/1238517305203621888,"#PharmingGroup Weekoverzicht KW11 Open: 1,058; close: 0,931; (-12,00%);  High: 1,191; low: 0,895; Volume: 135.273.750 Bijzonderheden: Corona paniek op de beurzen houdt aan. Maandag: FDA goedkeuring voor Ruconest faciliteit Woensdag: Aankondiging terug treden CFO Robin Wright",0,no,,,,,,
99,COVID-19,1252193564550889472,http://twitter.com/user/status/1252193564550889472,Kijktip: in Moskou zet de politie camera's met gezichtsherkenning in om mensen die hun quarantaine overtreden op te sporen - zelfs met mondkapje worden ze herkend.  Door corona wil Moskou alle 178.000 camera's voortaan gezichten laten herkennen.   https://t.co/cO5cXt86Ke,1,,"In February, drivers of Mosgortrans were required to inform their dispatchers if they see Chinese nationals in their vehicles, to call the police. Moscow Metro employees were required to ask Chinese nationals to fill in questionnaires.On 21 February, Mayor Sobyanin confirmed that Mosgortrans and Moscow Metro were asked to work together with police forces to ""monitor those who arrived from China"". Facial recognition was also used to track these people.On 24 February, the Chinese Embassy in Russia asked Moscow authorities to put an end to these ""excessive measures"" in transport. Sobyanin insisted that the measures were not discriminatory but helped control those who were required to stay self-isolated upon arrival from China.In early March, numerous cases of deportation of Chinese students who allegedly broke the quarantine rules were reported.However at the later stages many of these Russian measures were applied to all foreign arrivals, including for Russian citizens coming back from abroad, with them being forced into self quarantine and facecam profiling. 200 cases of quarantine-breakers by Russian citizens were reported to be recognised with facecam profiling, tracked by public surveillance cameras in Moscow.",https://en.wikipedia.org/wiki/Russian_government_response_to_the_COVID-19_pandemic,neutral,,,
100,COVID-19,1243223689555927041,http://twitter.com/user/status/1243223689555927041,Rokerijen vrezen voor halvering omzet door coronacrisis https://t.co/JNC3k5C7SM https://t.co/NCEkcnolfF,0,no,,,,,,
